"iWine","Barcode","Location","Bin","Size","Currency","ExchangeRate","Valuation","Price","NativePrice","NativePriceCurrency","StoreName","PurchaseDate","BottleNote","Vintage","Wine","Locale","Country","Region","SubRegion","Appellation","Producer","SortProducer","Type","Color","Category","Varietal","MasterVarietal","Designation","Vineyard","WA","WS","IWC","BH","AG","WE","JR","RH","JG","GV","JK","LD","CW","WFW","PR","SJ","WD","RR","JH","MFW","WWR","IWR","CHG","TT","TWF","DR","FP","JM","PG","WAL","CT","CNotes","MY","PNotes","BeginConsume","EndConsume"
"3398480","0118087845","Tall","H","750ml","USD","1","0","0","0","USD","Unknown","9/16/2019","","2017","Raptor Ridge Pinot Noir Gran Moraine","USA, Oregon, Willamette Valley, Yamhill-Carlton","USA","Oregon","Willamette Valley","Yamhill-Carlton","Raptor Ridge","Raptor Ridge","Red","Red","Dry","Pinot Noir","Pinot Noir","Gran Moraine","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2024","2030"
"2725217","0118088024","Tall","H","750ml","USD","1","0","0","0","USD","Unknown","9/16/2019","","2013","Zerba Cellars Petite Sirah Reserve Cockburn Vineyard Walla Walla Valley","USA, Washington, Columbia Valley, Walla Walla Valley","USA","Washington","Columbia Valley","Walla Walla Valley","Zerba Cellars","Zerba Cellars","Red","Red","Dry","Petite Sirah","Petite Sirah","Reserve","Cockburn Vineyard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89","2","","","2016","2022"
"3302509","0123392059","Tall","I","750ml","USD","1","0","0","0","USD","Unknown","1/21/2020","","2018","Raptor Ridge Pinot Gris Rudolfo Logsdon Ridge","USA, Oregon, Willamette Valley","USA","Oregon","Willamette Valley","Willamette Valley","Raptor Ridge","Raptor Ridge","White","White","Dry","Pinot Gris","Pinot Gris","Rudolfo","Logsdon Ridge","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","1","","","2019","2023"
"3302509","0123392058","Tall","I","750ml","USD","1","0","0","0","USD","Unknown","1/21/2020","","2018","Raptor Ridge Pinot Gris Rudolfo Logsdon Ridge","USA, Oregon, Willamette Valley","USA","Oregon","Willamette Valley","Willamette Valley","Raptor Ridge","Raptor Ridge","White","White","Dry","Pinot Gris","Pinot Gris","Rudolfo","Logsdon Ridge","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","1","","","2019","2023"
"3458109","0120687908","Tall","I","750ml","USD","1","0","0","0","USD","Unknown","11/17/2019","","2017","Raptor Ridge Pinot Noir Atticus Vineyard","USA, Oregon, Yamhill County","USA","Oregon","Unknown","Yamhill County","Raptor Ridge","Raptor Ridge","Red","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Atticus Vineyard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.5","2","","","2023","2028"
"3458109","0120687907","Tall","I","750ml","USD","1","0","0","0","USD","Unknown","11/17/2019","","2017","Raptor Ridge Pinot Noir Atticus Vineyard","USA, Oregon, Yamhill County","USA","Oregon","Unknown","Yamhill County","Raptor Ridge","Raptor Ridge","Red","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Atticus Vineyard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.5","2","","","2023","2028"
"3542641","0129876458","Tall","I","750ml","USD","1","0","0","0","USD","Unknown","6/9/2020","","2017","Zerba Cellars Cabernet Franc Walla Walla Valley","USA, Washington, Columbia Valley, Walla Walla Valley","USA","Washington","Columbia Valley","Walla Walla Valley","Zerba Cellars","Zerba Cellars","Red","Red","Dry","Cabernet Franc","Cabernet Franc","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2020","2024"
"3247064","0118088561","Tall","I","750ml","USD","1","0","0","0","USD","Unknown","9/16/2019","","2016","Zerba Cellars Cabernet Sauvignon Estate The Rocks District of Milton-Freewater","USA, Oregon, The Rocks District of Milton-Freewater","USA","Oregon","Unknown","The Rocks District of Milton-Freewater","Zerba Cellars","Zerba Cellars","Red","Red","Dry","Cabernet Sauvignon","Cabernet Sauvignon","Estate","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2021","2031"
"2820826","0118088473","Tall","I","750ml","USD","1","0","0","0","USD","Unknown","9/16/2019","","2015","Zerba Cellars Carménère Walla Walla","USA, Washington, Columbia Valley, Walla Walla Valley","USA","Washington","Columbia Valley","Walla Walla Valley","Zerba Cellars","Zerba Cellars","Red","Red","Dry","Carménère","Carménère","Walla Walla","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.3333333333333","8","","","2018","2022"
"3248446","0118088515","Tall","I","750ml","USD","1","0","0","0","USD","Unknown","9/16/2019","","2016","Zerba Cellars Carménère Walla Walla","USA, Washington, Columbia Valley, Walla Walla Valley","USA","Washington","Columbia Valley","Walla Walla Valley","Zerba Cellars","Zerba Cellars","Red","Red","Dry","Carménère","Carménère","Walla Walla","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2023","2026"
"3639333","0128729916","Tall","I","750ml","USD","1","0","0","0","USD","Unknown","5/16/2020","","2017","Zerba Cellars Merlot Walla Walla Valley","USA, Washington, Columbia Valley, Walla Walla Valley","USA","Washington","Columbia Valley","Walla Walla Valley","Zerba Cellars","Zerba Cellars","Red","Red","Dry","Merlot","Merlot","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","",""
"3639333","0128729917","Tall","I","750ml","USD","1","0","0","0","USD","Unknown","5/16/2020","","2017","Zerba Cellars Merlot Walla Walla Valley","USA, Washington, Columbia Valley, Walla Walla Valley","USA","Washington","Columbia Valley","Walla Walla Valley","Zerba Cellars","Zerba Cellars","Red","Red","Dry","Merlot","Merlot","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","",""
"3395923","0118088655","Tall","J","750ml","USD","1","0","0","0","USD","Unknown","9/16/2019","","2016","Abacela Bastardo","USA, Oregon, Southern Oregon, Umpqua Valley","USA","Oregon","Southern Oregon","Umpqua Valley","Abacela","Abacela","Red","Red","Dry","Bastardo","Trousseau","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2020","2026"
"2772087","0118088613","Tall","J","750ml","USD","1","0","0","0","USD","Unknown","9/16/2019","","2014","Abacela Dolcetto Barrel Select","USA, Oregon, Southern Oregon, Umpqua Valley","USA","Oregon","Southern Oregon","Umpqua Valley","Abacela","Abacela","Red","Red","Dry","Dolcetto","Dolcetto","Barrel Select","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2020","2022"
"2772087","0118088614","Tall","J","750ml","USD","1","0","0","0","USD","Unknown","9/16/2019","","2014","Abacela Dolcetto Barrel Select","USA, Oregon, Southern Oregon, Umpqua Valley","USA","Oregon","Southern Oregon","Umpqua Valley","Abacela","Abacela","Red","Red","Dry","Dolcetto","Dolcetto","Barrel Select","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2020","2022"
"3211380","0118088643","Tall","J","750ml","USD","1","0","0","0","USD","Unknown","9/16/2019","","2016","Abacela Graciano","USA, Oregon, Southern Oregon, Umpqua Valley","USA","Oregon","Southern Oregon","Umpqua Valley","Abacela","Abacela","Red","Red","Dry","Graciano","Graciano","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2020","2026"
"3265262","0118088632","Tall","J","750ml","USD","1","0","0","0","USD","Unknown","9/16/2019","","2016","Abacela Malbec","USA, Oregon, Southern Oregon, Umpqua Valley","USA","Oregon","Southern Oregon","Umpqua Valley","Abacela","Abacela","Red","Red","Dry","Malbec","Malbec","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2022","2025"
"3071525","0125287813","Tall","J","750ml","USD","1","0","0","0","USD","Unknown","3/12/2020","","2016","Delfino Syrah","USA, Oregon, Southern Oregon, Umpqua Valley","USA","Oregon","Southern Oregon","Umpqua Valley","Delfino","Delfino","Red","Red","Dry","Syrah","Syrah","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2020","2024"
"3083539","0118088675","Tall","J","750ml","USD","1","0","0","0","USD","Unknown","9/16/2019","","2016","Natalie's Estate Winery Cabernet Franc","USA, Oregon, Columbia Valley","USA","Oregon","Unknown","Columbia Valley","Natalie's Estate Winery","Natalie's Estate Winery","Red","Red","Dry","Cabernet Franc","Cabernet Franc","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2020","2023"
"3083534","0118088693","Tall","J","750ml","USD","1","0","0","0","USD","Unknown","9/16/2019","","2015","Natalie's Estate Winery Zinfandel","USA, Washington, Columbia Valley","USA","Washington","Columbia Valley","Columbia Valley","Natalie's Estate Winery","Natalie's Estate Winery","Red","Red","Dry","Zinfandel","Zinfandel","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2018","2024"
"3640222","0129876591","Tall","J","750ml","USD","1","0","0","0","USD","Unknown","6/9/2020","","2017","Zerba Cellars Cabernet Sauvignon Walla Walla Valley","USA, Washington, Columbia Valley, Walla Walla Valley","USA","Washington","Columbia Valley","Walla Walla Valley","Zerba Cellars","Zerba Cellars","Red","Red","Dry","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2020","2024"
"3662473","0129876660","Tall","J","750ml","USD","1","0","0","0","USD","Unknown","6/9/2020","","2017","Zerba Cellars Tempranillo Cockburn Vineyard","USA, Washington, Columbia Valley, Walla Walla Valley","USA","Washington","Columbia Valley","Walla Walla Valley","Zerba Cellars","Zerba Cellars","Red","Red","Dry","Tempranillo","Tempranillo","Unknown","Cockburn Vineyard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2020","2024"
"3141289","0118088844","Tall","K","750ml","USD","1","0","0","0","USD","Unknown","9/16/2019","","2015","Abacela Syrah Estate","USA, Oregon, Southern Oregon","USA","Oregon","Southern Oregon","Southern Oregon","Abacela","Abacela","Red","Red","Dry","Syrah","Syrah","Unknown","Estate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2020","2023"
"2651471","0122332153","Tall","K","750ml","USD","1","0","0","0","USD","Unknown","12/23/2019","","2016","AniChe Cellars Be Holden","USA, Washington, Columbia Valley","USA","Washington","Columbia Valley","Columbia Valley","AniChe Cellars","AniChe Cellars","Red","Red","Dry","Malbec Blend","Malbec","Be Holden","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2019","2022"
"2952868","0122343675","Tall","K","750ml","USD","1","0","0","0","USD","Unknown","12/23/2019","","2017","AniChe Cellars No.5","USA, Washington, Columbia Valley, Red Mountain","USA","Washington","Columbia Valley","Red Mountain","AniChe Cellars","AniChe Cellars","White","White","Dry","Sémillon-Sauvignon Blanc Blend","Sémillon-Sauvignon Blanc Blend","No.5","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2018","2019"
"3373818","0124014168","Tall","K","750ml","USD","1","0","0","0","USD","Unknown","2/8/2020","","2017","Hawks View Cellars Hawk Attack","USA, Oregon, Southern Oregon, Rogue Valley","USA","Oregon","Southern Oregon","Rogue Valley","Hawks View Cellars","Hawks View Cellars","Red","Red","Dry","Syrah Blend","Syrah","Hawk Attack","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87","1","","","2020","2022"
"2946681","0118089119","Tall","K","750ml","USD","1","0","0","0","USD","Unknown","9/16/2019","","2015","Kriselle Cellars Di'tani","USA, Oregon, Southern Oregon, Rogue Valley","USA","Oregon","Southern Oregon","Rogue Valley","Kriselle Cellars","Kriselle Cellars","Red","Red","Dry","Red Blend","Red Blend","Di'tani","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","3","","","2019","2023"
"2616383","0128734367","Tall","K","750ml","USD","1","0","0","0","USD","Unknown","5/16/2020","","2015","Raptor Ridge Pinot Noir Atticus Vineyard","USA, Oregon, Yamhill County","USA","Oregon","Unknown","Yamhill County","Raptor Ridge","Raptor Ridge","Red","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Atticus Vineyard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.3333333333333","3","","","",""
"2860881","0128734401","Tall","K","750ml","USD","1","0","0","0","USD","Unknown","5/16/2020","","2015","Raptor Ridge Pinot Noir Whole Cluster Estate","USA, Oregon, Willamette Valley, Chehalem Mountains","USA","Oregon","Willamette Valley","Chehalem Mountains","Raptor Ridge","Raptor Ridge","Red","Red","Dry","Pinot Noir","Pinot Noir","Whole Cluster","Estate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","1","","","",""
"3655870","0129876770","Tall","K","750ml","USD","1","0","0","0","USD","Unknown","6/9/2020","","2017","Zerba Cellars Merlot Estate","USA, Washington, Columbia Valley, Walla Walla Valley","USA","Washington","Columbia Valley","Walla Walla Valley","Zerba Cellars","Zerba Cellars","Red","Red","Dry","Merlot","Merlot","Estate","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2020","2024"
"2932177","0118089030","Tall","K","750ml","USD","1","0","0","0","USD","Unknown","9/16/2019","","2015","Zerba Cellars Petit Verdot Cockburn Vineyard Walla Walla Valley","USA, Washington, Columbia Valley, Walla Walla Valley","USA","Washington","Columbia Valley","Walla Walla Valley","Zerba Cellars","Zerba Cellars","Red","Red","Dry","Petit Verdot","Petit Verdot","Unknown","Cockburn Vineyard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92","1","","","2020","2025"
"3245601","0114434671","Tall","L","750ml","USD","1","0","0","0","USD","Unknown","6/3/2019","","2016","Anelare Nonna Viola","USA, Washington, Columbia Valley","USA","Washington","Columbia Valley","Columbia Valley","Anelare","Anelare","Red","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Nonna Viola","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","",""
"3245601","0114434670","Tall","L","750ml","USD","1","0","0","0","USD","Unknown","6/3/2019","","2016","Anelare Nonna Viola","USA, Washington, Columbia Valley","USA","Washington","Columbia Valley","Columbia Valley","Anelare","Anelare","Red","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Nonna Viola","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","",""
"3035799","0125287930","Tall","L","750ml","USD","1","0","0","0","USD","Unknown","3/12/2020","","2016","Delfino Cabernet Sauvignon","USA, Oregon, Southern Oregon, Umpqua Valley","USA","Oregon","Southern Oregon","Umpqua Valley","Delfino","Delfino","Red","Red","Dry","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2019","2024"
"3597076","0127407352","Tall","L","750ml","USD","1","0","0","0","USD","Unknown","4/21/2020","","2017","Eola Hills Wine Cellars Cabernet Sauvignon","USA, Oregon, Willamette Valley","USA","Oregon","Willamette Valley","Willamette Valley","Eola Hills Wine Cellars","Eola Hills Wine Cellars","Red","Red","Dry","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2021","2027"
"3073106","0114434430","Tall","L","750ml","USD","1","0","0","0","USD","Unknown","6/3/2019","","2016","Palencia Malbec Monarcha","USA, Washington, Columbia Valley, Wahluke Slope","USA","Washington","Columbia Valley","Wahluke Slope","Palencia","Palencia","Red","Red","Dry","Malbec","Malbec","Monarcha","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68","2","","","2024","2026"
"3073106","0114434429","Tall","L","750ml","USD","1","0","0","0","USD","Unknown","6/3/2019","","2016","Palencia Malbec Monarcha","USA, Washington, Columbia Valley, Wahluke Slope","USA","Washington","Columbia Valley","Wahluke Slope","Palencia","Palencia","Red","Red","Dry","Malbec","Malbec","Monarcha","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68","2","","","2024","2026"
"3492064","0125287884","Tall","L","750ml","USD","1","0","0","0","USD","Unknown","3/12/2020","","2017","Reustle Tempranillo Prayer Rock Vineyards","USA, Oregon, Southern Oregon, Umpqua Valley","USA","Oregon","Southern Oregon","Umpqua Valley","Reustle","Reustle","Red","Red","Dry","Tempranillo","Tempranillo","Unknown","Prayer Rock Vineyards","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","2026"
"3492064","0125287883","Tall","L","750ml","USD","1","0","0","0","USD","Unknown","3/12/2020","","2017","Reustle Tempranillo Prayer Rock Vineyards","USA, Oregon, Southern Oregon, Umpqua Valley","USA","Oregon","Southern Oregon","Umpqua Valley","Reustle","Reustle","Red","Red","Dry","Tempranillo","Tempranillo","Unknown","Prayer Rock Vineyards","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","2026"
"3662471","0129876859","Tall","L","750ml","USD","1","0","0","0","USD","Unknown","6/9/2020","","2017","Zerba Cellars Petit Verdot Cockburn Vineyard Walla Walla Valley","USA, Washington, Columbia Valley, Walla Walla Valley","USA","Washington","Columbia Valley","Walla Walla Valley","Zerba Cellars","Zerba Cellars","Red","Red","Dry","Petit Verdot","Petit Verdot","Unknown","Cockburn Vineyard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2020","2024"
"3303837","0119503708","Tall","M","750ml","USD","1","0","0","0","USD","Unknown","10/23/2019","","2015","Goose Ridge Vineyards Vireo","USA, Washington, Columbia Valley","USA","Washington","Columbia Valley","Columbia Valley","Goose Ridge Vineyards","Goose Ridge Vineyards","Red","Red","Dry","Red Blend","Red Blend","Vireo","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89","3","","","2019","2026"
"3293971","0118175332","Tall","M","750ml","USD","1","0","0","0","USD","Unknown","9/19/2019","","2018","Hawks View Cellars Sparkling Rosé","USA, Oregon, Willamette Valley, Chehalem Mountains","USA","Oregon","Willamette Valley","Chehalem Mountains","Hawks View Cellars","Hawks View Cellars","Rosé - Sparkling","Rosé","Sparkling","Rosé Blend","Rosé Blend","Sparkling Rosé","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.5","2","","","2020","2021"
"3093515","0114434405","Tall","M","750ml","USD","1","0","0","0","USD","Unknown","6/3/2019","","1001","Kiona Nyx","USA, Washington, Columbia Valley, Red Mountain","USA","Washington","Columbia Valley","Red Mountain","Kiona","Kiona","Red","Red","Dry","Red Rhone Blend","Red Rhone Blend","Nyx","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","1","","","2018","2022"
"2482559","0114434728","Tall","M","750ml","USD","1","0","0","0","USD","Unknown","6/3/2019","","1001","Muret-Gaston Red Blend Red Mountain","USA, Washington, Columbia Valley, Red Mountain","USA","Washington","Columbia Valley","Red Mountain","Muret-Gaston","Muret-Gaston","Red","Red","Dry","Red Blend","Red Blend","Red Blend","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87","2","","","2020","2030"
"3073107","0114434413","Tall","M","750ml","USD","1","0","0","0","USD","Unknown","6/3/2019","","2016","Palencia Grenache","USA, Washington, Columbia Valley, Yakima Valley","USA","Washington","Columbia Valley","Yakima Valley","Palencia","Palencia","Red","Red","Dry","Grenache","Grenache","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88","1","","","2024","2026"
"2530193","0114434743","Tall","M","750ml","USD","1","0","0","0","USD","Unknown","6/3/2019","","2016","Prisoner Wine Company The Prisoner","USA, California, Napa Valley","USA","California","Napa Valley","Napa Valley","Prisoner Wine Company","Prisoner Wine Company","Red","Red","Dry","Zinfandel Blend","Zinfandel","The Prisoner","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.75","150","","","2018","2023"
"2171063","0114434774","Tall","M","750ml","USD","1","0","0","0","USD","Unknown","6/3/2019","","2013","Walla Walla Vintners Malbec Columbia Valley","USA, Washington, Columbia Valley","USA","Washington","Columbia Valley","Columbia Valley","Walla Walla Vintners","Walla Walla Vintners","Red","Red","Dry","Malbec","Malbec","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89","3","","","2018","2022"
